table_catalog,table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,full_data_type,data_type,character_maximum_length,character_octet_length,numeric_precision,numeric_precision_radix,numeric_scale,datetime_precision,interval_type,interval_precision,maximum_cardinality,is_identity,identity_generation,identity_start,identity_increment,identity_maximum,identity_minimum,identity_cycle,is_generated,generation_expression,is_system_time_period_start,is_system_time_period_end,system_time_period_timestamp_generation,is_updatable,partition_index,comment
samples,information_schema,column_masks,mask_name,4,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
samples,information_schema,column_masks,using_columns,5,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
samples,information_schema,column_tags,catalog_name,0,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
samples,information_schema,column_tags,schema_name,1,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
samples,information_schema,column_tags,table_name,2,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
samples,information_schema,column_tags,column_name,3,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
samples,information_schema,column_tags,tag_name,4,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
samples,information_schema,column_tags,tag_value,5,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,null
samples,information_schema,columns,table_catalog,0,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Catalog that contains the relation.
samples,information_schema,columns,table_schema,1,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Schema that contains the relation.
samples,information_schema,columns,table_name,2,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Name of the relation the column is part of.
samples,information_schema,columns,column_name,3,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Name of the column.
samples,information_schema,columns,ordinal_position,4,null,NO,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The position (numbered from 1) of the column within the relation.
samples,information_schema,columns,column_default,5,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"The default value used when the column is not specified in an INSERT, NULL if undefined."
samples,information_schema,columns,is_nullable,6,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"YES if column is nullable, NO otherwise."
samples,information_schema,columns,full_data_type,7,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The data type as specified in the column definition.
samples,information_schema,columns,data_type,8,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"The simple data type name of the column, or STRUCT, or ARRAY."
samples,information_schema,columns,character_maximum_length,9,null,YES,long,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,columns,character_octet_length,10,null,YES,long,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,columns,numeric_precision,11,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For base-2 integral numeric types, FLOAT, and DOUBLE, the number of supported bits. For DECIMAL the number of digits, NULL otherwise."
samples,information_schema,columns,numeric_precision_radix,12,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For DECIMAL 10, for all other numeric types 2, NULL otherwise."
samples,information_schema,columns,numeric_scale,13,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For integral numeric types 0, for DECIMAL the number of digits to the right of the decimal point, NULL otherwise."
samples,information_schema,columns,datetime_precision,14,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For DATE 0, for TIMESTAMP, and INTERVAL … SECOND 6, any other INTERVAL 0, NULL otherwise."
samples,information_schema,columns,interval_type,15,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For INTERVAL the unit portion of the interval, e.g. 'YEAR TO MONTH', NULL otherwise."
samples,information_schema,columns,interval_precision,16,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,columns,maximum_cardinality,17,null,YES,long,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,columns,is_identity,18,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always 'NO', reserved for future use."
samples,information_schema,columns,identity_generation,19,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,columns,identity_start,20,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,columns,identity_increment,21,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,columns,identity_maximum,22,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,columns,identity_minimum,23,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,columns,identity_cycle,24,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,columns,is_generated,25,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,columns,generation_expression,26,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,columns,is_system_time_period_start,27,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NO, reserved for future use."
samples,information_schema,columns,is_system_time_period_end,28,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NO, reserved for future use."
samples,information_schema,columns,system_time_period_timestamp_generation,29,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,columns,is_updatable,30,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"YES if column is updatable, NO otherwise."
samples,information_schema,columns,partition_index,31,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Position (numbered from 1) of the column in the partition, NULL if not a partitioning column."
samples,information_schema,columns,comment,32,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Optional description of the column.
samples,information_schema,columns,collation_catalog,33,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For string columns, always SYSTEM. Reserved for future use, NULL if not a string column."
samples,information_schema,columns,collation_schema,34,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For string columns, always BUILTIN. Reserved for future use, NULL if not a string column."
samples,information_schema,columns,collation_name,35,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For string columns, the name of the collation, NULL if not a string column."
samples,information_schema,constraint_column_usage,table_catalog,0,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Catalog containing the relation.
samples,information_schema,constraint_column_usage,table_schema,1,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Schema containing the relation.
samples,information_schema,constraint_column_usage,table_name,2,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Name of the relation.
samples,information_schema,constraint_column_usage,column_name,3,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Name of the column.
samples,information_schema,constraint_column_usage,constraint_catalog,4,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Catalog containing the constraint.
samples,information_schema,constraint_column_usage,constraint_schema,5,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Schema containing the constraint.
samples,information_schema,constraint_column_usage,constraint_name,6,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Name of the constraint.
samples,information_schema,constraint_table_usage,table_catalog,0,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Catalog containing the relation.
samples,information_schema,constraint_table_usage,table_schema,1,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Schema containing the relation.
samples,information_schema,constraint_table_usage,table_name,2,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Name of the relation.
samples,information_schema,constraint_table_usage,constraint_catalog,3,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Catalog containing the constraint.
samples,information_schema,constraint_table_usage,constraint_schema,4,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Schema containing the constraint.
samples,information_schema,constraint_table_usage,constraint_name,5,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Name of the constraint.
samples,information_schema,information_schema_catalog_name,catalog_name,0,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The name of the catalog containing this information schema.
samples,information_schema,key_column_usage,constraint_catalog,0,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Catalog containing the constraint.
samples,information_schema,key_column_usage,constraint_schema,1,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Schema containing the constraint.
samples,information_schema,key_column_usage,constraint_name,2,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Name of the constraint.
samples,information_schema,key_column_usage,table_catalog,3,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Catalog containing the table.
samples,information_schema,key_column_usage,table_schema,4,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Schema containing the table.
samples,information_schema,key_column_usage,table_name,5,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Name of the table in which the constraint is defined.
samples,information_schema,key_column_usage,column_name,6,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Name of the column.
samples,information_schema,key_column_usage,ordinal_position,7,null,NO,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Position (1-based) of the column in the key.
samples,information_schema,key_column_usage,position_in_unique_constraint,8,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For foreign key, position (1-based) of the column in parent unique or primary key constraint, NULL otherwise."
samples,information_schema,parameters,specific_catalog,0,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Catalog containing the routine.
samples,information_schema,parameters,specific_schema,1,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Database (schema) containing the routine.
samples,information_schema,parameters,specific_name,2,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Schema unique (specific) name of the routine.
samples,information_schema,parameters,ordinal_position,3,null,NO,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The position (1-based) of the parameter in the routine parameter list.
samples,information_schema,parameters,parameter_mode,4,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"The parameter mode, 'IN' 'OUT' or 'INOUT."
samples,information_schema,parameters,is_result,5,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Always 'NO'. Reserved for future use.
samples,information_schema,parameters,as_locator,6,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Always 'NO'. Reserved for future use.
samples,information_schema,parameters,parameter_name,7,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Name of the parameters, NULL if unnamed."
samples,information_schema,parameters,data_type,8,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,The parameter data type name.
samples,information_schema,parameters,full_data_type,9,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"The parameter data type definition, for example 'DECIMAL(10, 4)'."
samples,information_schema,parameters,character_maximum_length,10,null,YES,long,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,parameters,character_octet_length,11,null,YES,long,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,parameters,numeric_precision,12,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For base-2 integral numeric types, FLOAT, and DOUBLE, the number of supported bits. For DECIMAL the number of digits, NULL otherwise."
samples,information_schema,parameters,numeric_precision_radix,13,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For DECIMAL 10, for all other numeric types 2, NULL otherwise."
samples,information_schema,parameters,numeric_scale,14,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For integral numeric types 0, for DECIMAL the number of digits to the right of the decimal point, NULL otherwise."
samples,information_schema,parameters,datetime_precision,15,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For DATE 0, for TIMESTAMP, and INTERVAL … SECOND 6, any other INTERVAL 0, NULL otherwise."
samples,information_schema,parameters,interval_type,16,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For INTERVAL the unit portion of the interval, e.g. 'YEAR TO MONTH', NULL otherwise."
samples,information_schema,parameters,interval_precision,17,null,YES,int,INT,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,parameters,maximum_cardinality,18,null,YES,long,LONG,null,null,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,parameters,parameter_default,19,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"Always NULL, reserved for future use."
samples,information_schema,parameters,comment,20,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,An optional comment describing the parameter.
samples,information_schema,parameters,collation_catalog,21,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For string columns, always SYSTEM. Reserved for future use, NULL if not a string column."
samples,information_schema,parameters,collation_schema,22,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For string columns, always BUILTIN. Reserved for future use, NULL if not a string column."
samples,information_schema,parameters,collation_name,23,null,YES,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,"For string columns, the name of the collation, NULL if not a string column."
samples,information_schema,referential_constraints,constraint_catalog,0,null,NO,string,STRING,0,0,null,null,null,null,null,null,null,NO,null,null,null,null,null,null,NO,null,NO,NO,null,YES,null,Catalog containing the foreign key constraint.
